customer_id,first_name,last_name,gender,date_of_birth,city,state,employment_type,monthly_income,signup_date,loan_id,loan_amount,interest_rate,tenure_months,loan_status,disbursement_date,repayment_id,due_date,payment_date,amount_paid,repayment_status,income_segment,high_risk_flag,large_loan_flag,missed_payment_flag
240,Debbie,Thomas,Female,1982-07-19,West Danton,Kentucky,Freelancer,31398.0,2024-09-18,8716,271203.0,13.8,6,Default,2025-08-11,6045,2026-03-07,2025-05-11,37807.9,On-Time,Low income,1,0,0
240,Debbie,Thomas,Female,1982-07-19,West Danton,Kentucky,Freelancer,31398.0,2024-09-18,8716,271203.0,13.8,6,Default,2025-08-11,7717,2025-07-27,2026-03-13,39229.22,On-Time,Low income,1,0,0
240,Debbie,Thomas,Female,1982-07-19,West Danton,Kentucky,Freelancer,31398.0,2024-09-18,9694,326353.0,19.27,36,Default,2025-01-18,2122,2025-10-13,2025-11-20,27758.76,On-Time,Low income,1,0,0
240,Debbie,Thomas,Female,1982-07-19,West Danton,Kentucky,Freelancer,31398.0,2024-09-18,9694,326353.0,19.27,36,Default,2025-01-18,2640,2025-09-25,2025-05-16,45126.58,Missed,Low income,1,0,1
240,Debbie,Thomas,Female,1982-07-19,West Danton,Kentucky,Freelancer,31398.0,2024-09-18,9694,326353.0,19.27,36,Default,2025-01-18,14763,2025-11-19,2025-11-04,13246.0,On-Time,Low income,1,0,0
243,Michelle,Bishop,Female,1968-11-12,East Shawn,Arkansas,Bussiness,34633.0,2024-05-22,2382,703131.0,16.4,12,Default,2025-05-15,9021,2026-03-08,2025-06-17,45880.59,Missed,Low income,1,1,1
245,Carolyn,Garcia,Male,2004-11-14,Michaelview,Oklahoma,Salaried,37607.0,2024-11-17,7245,478059.0,11.3,36,Active,2025-12-03,1636,2025-06-14,2026-01-23,49414.3,Late,Low income,0,0,0
246,Nathaniel,Russell,Female,1970-04-11,New James,Delaware,Salaried,162245.0,2026-02-08,8802,979938.0,10.45,24,Active,2025-10-15,9400,2026-04-03,2025-11-10,24455.86,Missed,High income,0,1,1
246,Nathaniel,Russell,Female,1970-04-11,New James,Delaware,Salaried,162245.0,2026-02-08,8802,979938.0,10.45,24,Active,2025-10-15,15443,2025-11-24,2025-06-23,12126.14,Missed,High income,0,1,1
246,Nathaniel,Russell,Female,1970-04-11,New James,Delaware,Salaried,162245.0,2026-02-08,8802,979938.0,10.45,24,Active,2025-10-15,18307,2026-01-16,2026-04-11,40822.47,On-Time,High income,0,1,0
247,Paula,Bright,Female,1976-04-04,South Kevin,Wisconsin,Bussiness,172849.0,2024-08-05,12218,285397.0,23.08,36,Default,2025-10-15,9901,2026-05-09,2025-11-16,24397.76,On-Time,High income,1,0,0
247,Paula,Bright,Female,1976-04-04,South Kevin,Wisconsin,Bussiness,172849.0,2024-08-05,12218,285397.0,23.08,36,Default,2025-10-15,11210,2026-04-24,2025-06-12,10505.61,On-Time,High income,1,0,0
247,Paula,Bright,Female,1976-04-04,South Kevin,Wisconsin,Bussiness,172849.0,2024-08-05,12218,285397.0,23.08,36,Default,2025-10-15,13346,2026-05-08,2025-07-31,27301.45,Missed,High income,1,0,1
247,Paula,Bright,Female,1976-04-04,South Kevin,Wisconsin,Bussiness,172849.0,2024-08-05,12218,285397.0,23.08,36,Default,2025-10-15,19856,2025-09-15,2026-04-19,11927.6,Missed,High income,1,0,1
248,Madison,Moore,Male,1991-01-19,South Tina,North Dakota,Self-Employed,188216.0,2024-04-07,2210,834604.0,16.49,48,Closed,2024-06-15,14227,2025-11-19,2026-01-02,32307.95,On-Time,High income,0,1,0
248,Madison,Moore,Male,1991-01-19,South Tina,North Dakota,Self-Employed,188216.0,2024-04-07,2210,834604.0,16.49,48,Closed,2024-06-15,18417,2026-02-19,2026-02-11,33906.13,Late,High income,0,1,0
248,Madison,Moore,Male,1991-01-19,South Tina,North Dakota,Self-Employed,188216.0,2024-04-07,11614,141607.0,19.09,12,Default,2026-02-13,3224,2025-11-05,2025-05-30,3589.52,Late,High income,1,0,0
248,Madison,Moore,Male,1991-01-19,South Tina,North Dakota,Self-Employed,188216.0,2024-04-07,11614,141607.0,19.09,12,Default,2026-02-13,3356,2025-12-08,2025-11-17,26132.14,Missed,High income,1,0,1
253,Nicole,Marquez,Male,1974-07-14,Williamsmouth,New Jersey,Bussiness,71961.0,2024-06-27,9967,524156.0,12.84,12,Closed,2025-03-14,9895,2026-01-05,2026-02-02,24698.24,Late,Middle income,0,1,0
253,Nicole,Marquez,Male,1974-07-14,Williamsmouth,New Jersey,Bussiness,71961.0,2024-06-27,9967,524156.0,12.84,12,Closed,2025-03-14,11482,2025-06-04,2026-03-10,38690.03,On-Time,Middle income,0,1,0
255,Rachel,Singleton,Male,2000-11-18,Lake Davidville,Virginia,Self-Employed,150463.0,2024-04-17,235,896730.0,21.27,36,Closed,2026-04-28,12429,2025-05-17,2025-09-10,41176.11,On-Time,High income,0,1,0
255,Rachel,Singleton,Male,2000-11-18,Lake Davidville,Virginia,Self-Employed,150463.0,2024-04-17,235,896730.0,21.27,36,Closed,2026-04-28,15494,2026-01-15,2025-12-02,45113.03,Late,High income,0,1,0
255,Rachel,Singleton,Male,2000-11-18,Lake Davidville,Virginia,Self-Employed,150463.0,2024-04-17,2646,379778.0,23.32,24,Closed,2025-02-06,607,2026-02-08,2025-07-08,7912.27,Late,High income,0,0,0
255,Rachel,Singleton,Male,2000-11-18,Lake Davidville,Virginia,Self-Employed,150463.0,2024-04-17,2646,379778.0,23.32,24,Closed,2025-02-06,1950,2025-10-09,2026-02-26,47289.33,Late,High income,0,0,0
255,Rachel,Singleton,Male,2000-11-18,Lake Davidville,Virginia,Self-Employed,150463.0,2024-04-17,2646,379778.0,23.32,24,Closed,2025-02-06,9934,2026-01-05,2026-01-06,49605.3,Missed,High income,0,0,1
255,Rachel,Singleton,Male,2000-11-18,Lake Davidville,Virginia,Self-Employed,150463.0,2024-04-17,2646,379778.0,23.32,24,Closed,2025-02-06,18696,2025-09-09,2025-05-12,28137.21,Missed,High income,0,0,1
255,Rachel,Singleton,Male,2000-11-18,Lake Davidville,Virginia,Self-Employed,150463.0,2024-04-17,10296,826239.0,18.84,36,Closed,2025-02-14,3492,2026-02-17,2025-05-20,19834.06,Late,High income,0,1,0
256,Renee,Baird,Female,1966-10-15,Beckerland,Pennsylvania,Freelancer,52734.0,2024-09-04,459,81992.0,15.92,36,Active,2025-01-02,2993,2026-03-10,2025-08-03,46060.26,On-Time,Middle income,0,0,0
256,Renee,Baird,Female,1966-10-15,Beckerland,Pennsylvania,Freelancer,52734.0,2024-09-04,459,81992.0,15.92,36,Active,2025-01-02,9189,2026-02-02,2026-03-21,27595.13,Late,Middle income,0,0,0
256,Renee,Baird,Female,1966-10-15,Beckerland,Pennsylvania,Freelancer,52734.0,2024-09-04,459,81992.0,15.92,36,Active,2025-01-02,19695,2025-10-18,2025-09-27,26338.56,Late,Middle income,0,0,0
256,Renee,Baird,Female,1966-10-15,Beckerland,Pennsylvania,Freelancer,52734.0,2024-09-04,13570,197880.0,8.75,48,Default,2025-06-02,17816,2025-10-28,2026-05-04,42991.7,Late,Middle income,1,0,0
257,Judith,Jackson,Female,1978-05-06,Lake Marcus,Delaware,Freelancer,149612.0,2023-07-12,8087,442982.0,17.41,12,Closed,2025-09-26,972,2025-06-16,2025-06-14,9423.79,On-Time,High income,0,0,0
257,Judith,Jackson,Female,1978-05-06,Lake Marcus,Delaware,Freelancer,149612.0,2023-07-12,12805,125524.0,16.28,12,Default,2025-11-14,226,2025-08-15,2025-06-26,10225.14,Late,High income,1,0,0
257,Judith,Jackson,Female,1978-05-06,Lake Marcus,Delaware,Freelancer,149612.0,2023-07-12,12805,125524.0,16.28,12,Default,2025-11-14,8319,2025-09-14,2025-07-22,45425.72,Late,High income,1,0,0
257,Judith,Jackson,Female,1978-05-06,Lake Marcus,Delaware,Freelancer,149612.0,2023-07-12,12805,125524.0,16.28,12,Default,2025-11-14,18529,2025-06-23,2026-04-04,42862.32,Missed,High income,1,0,1
258,Jeffrey,Sanders,Female,1978-12-17,Taylorstad,West Virginia,Freelancer,101680.0,2024-02-08,11382,678084.0,12.02,12,Default,2025-09-14,4803,2025-11-30,2026-02-21,48268.12,Late,High income,1,1,0
259,Jasmine,Mcfarland,Male,1987-05-15,Daviesfurt,Indiana,Salaried,110210.0,2025-11-06,7944,730447.0,14.72,12,Closed,2026-03-31,12679,2025-08-30,2025-09-14,5500.04,Late,High income,0,1,0
259,Jasmine,Mcfarland,Male,1987-05-15,Daviesfurt,Indiana,Salaried,110210.0,2025-11-06,7944,730447.0,14.72,12,Closed,2026-03-31,13299,2025-11-17,2025-08-31,3522.37,Late,High income,0,1,0
260,Robert,Berg,Female,2001-08-16,Calebborough,Ohio,Bussiness,110312.0,2024-05-15,317,257883.0,17.54,12,Default,2025-02-11,3767,2026-05-07,2025-11-11,8571.18,On-Time,High income,1,0,0
260,Robert,Berg,Female,2001-08-16,Calebborough,Ohio,Bussiness,110312.0,2024-05-15,317,257883.0,17.54,12,Default,2025-02-11,13503,2025-07-20,2026-04-07,41916.42,On-Time,High income,1,0,0
260,Robert,Berg,Female,2001-08-16,Calebborough,Ohio,Bussiness,110312.0,2024-05-15,317,257883.0,17.54,12,Default,2025-02-11,16112,2026-04-20,2025-09-23,24030.86,On-Time,High income,1,0,0
261,Michael,Frederick,Female,1997-08-28,Jenniferville,Illinois,Bussiness,114073.0,2023-12-30,4628,952782.0,21.36,12,Closed,2024-08-22,6004,2025-08-05,2025-05-18,7255.69,Late,High income,0,1,0
263,Jesse,Moss,Male,1994-01-08,Yuburgh,New Mexico,Salaried,196197.0,2025-02-16,10891,62463.0,23.77,48,Default,2025-10-09,13210,2025-06-25,2025-12-14,7320.39,Late,High income,1,0,0
263,Jesse,Moss,Male,1994-01-08,Yuburgh,New Mexico,Salaried,196197.0,2025-02-16,10891,62463.0,23.77,48,Default,2025-10-09,19850,2025-12-01,2025-11-08,13246.73,Late,High income,1,0,0
263,Jesse,Moss,Male,1994-01-08,Yuburgh,New Mexico,Salaried,196197.0,2025-02-16,14854,628932.0,9.27,48,Active,2025-04-13,3045,2025-10-22,2026-05-04,28533.16,Late,High income,0,1,0
265,Megan,Weaver,Female,1996-09-26,North Teresa,Michigan,Bussiness,138595.0,2024-09-19,14112,516919.0,15.19,24,Default,2024-09-30,17731,2025-09-30,2026-02-06,24882.31,Missed,High income,1,1,1
267,Paul,Wright,Female,2001-10-23,Combsbury,Hawaii,Self-Employed,55810.0,2026-03-15,9323,54373.0,17.1,12,Closed,2025-04-09,1475,2026-02-11,2025-06-01,11326.23,Missed,Middle income,0,0,1
268,Nathan,Johnson,Female,2004-10-11,West Meaganland,Virginia,Self-Employed,196353.0,2026-03-12,7091,365683.0,21.37,6,Default,2025-09-02,16471,2025-06-26,2026-04-03,45164.95,Late,High income,1,0,0
269,Katherine,Mann,Female,1981-06-03,Patriciaberg,Minnesota,Salaried,55807.0,2025-06-15,9109,566430.0,19.46,24,Closed,2024-12-26,2878,2025-11-27,2025-09-07,25994.67,On-Time,Middle income,0,1,0
269,Katherine,Mann,Female,1981-06-03,Patriciaberg,Minnesota,Salaried,55807.0,2025-06-15,9109,566430.0,19.46,24,Closed,2024-12-26,7427,2026-01-19,2025-05-17,13786.01,Missed,Middle income,0,1,1
269,Katherine,Mann,Female,1981-06-03,Patriciaberg,Minnesota,Salaried,55807.0,2025-06-15,9109,566430.0,19.46,24,Closed,2024-12-26,11499,2025-09-29,2026-03-06,18684.49,Missed,Middle income,0,1,1
273,Daisy,Mendoza,Female,1987-12-07,Angelafort,Vermont,Salaried,122764.0,2024-12-07,3065,914414.0,8.06,36,Closed,2025-09-10,1070,2026-04-30,2026-01-22,18952.63,Missed,High income,0,1,1
273,Daisy,Mendoza,Female,1987-12-07,Angelafort,Vermont,Salaried,122764.0,2024-12-07,3065,914414.0,8.06,36,Closed,2025-09-10,3874,2025-05-17,2025-11-03,10808.27,Missed,High income,0,1,1
276,Brendan,Tate,Female,1977-11-18,Shanetown,Oregon,Freelancer,125751.0,2023-11-20,2865,881368.0,21.22,12,Default,2024-11-14,6587,2026-02-18,2025-07-22,11398.49,Missed,High income,1,1,1
277,Alan,Bailey,Female,1996-06-13,Port Amber,Connecticut,Bussiness,71985.0,2025-02-07,8551,719729.0,10.53,6,Active,2025-10-17,11050,2026-04-28,2025-06-30,24277.84,Late,Middle income,0,1,0
278,Maria,Herrera,Male,1987-01-21,Lindseyburgh,Idaho,Freelancer,122034.0,2024-07-30,4263,605334.0,10.94,36,Default,2025-09-25,12734,2026-05-03,2026-04-26,31930.57,Late,High income,1,1,0
278,Maria,Herrera,Male,1987-01-21,Lindseyburgh,Idaho,Freelancer,122034.0,2024-07-30,9079,686761.0,17.44,24,Default,2025-12-24,1365,2025-09-12,2025-09-28,43594.71,Late,High income,1,1,0
278,Maria,Herrera,Male,1987-01-21,Lindseyburgh,Idaho,Freelancer,122034.0,2024-07-30,9079,686761.0,17.44,24,Default,2025-12-24,18444,2025-06-07,2025-08-20,24629.99,On-Time,High income,1,1,0
278,Maria,Herrera,Male,1987-01-21,Lindseyburgh,Idaho,Freelancer,122034.0,2024-07-30,9079,686761.0,17.44,24,Default,2025-12-24,18584,2026-01-04,2025-08-31,4455.98,Late,High income,1,1,0
278,Maria,Herrera,Male,1987-01-21,Lindseyburgh,Idaho,Freelancer,122034.0,2024-07-30,9079,686761.0,17.44,24,Default,2025-12-24,19184,2025-11-15,2025-12-25,8993.89,On-Time,High income,1,1,0
278,Maria,Herrera,Male,1987-01-21,Lindseyburgh,Idaho,Freelancer,122034.0,2024-07-30,10038,228411.0,8.13,36,Default,2026-02-09,7652,2026-05-04,2025-10-22,38150.61,Missed,High income,1,0,1
278,Maria,Herrera,Male,1987-01-21,Lindseyburgh,Idaho,Freelancer,122034.0,2024-07-30,10038,228411.0,8.13,36,Default,2026-02-09,11981,2026-03-26,2025-07-30,14278.19,On-Time,High income,1,0,0
278,Maria,Herrera,Male,1987-01-21,Lindseyburgh,Idaho,Freelancer,122034.0,2024-07-30,10038,228411.0,8.13,36,Default,2026-02-09,18032,2025-11-19,2025-10-31,47724.15,Missed,High income,1,0,1
278,Maria,Herrera,Male,1987-01-21,Lindseyburgh,Idaho,Freelancer,122034.0,2024-07-30,10038,228411.0,8.13,36,Default,2026-02-09,18775,2025-08-21,2026-02-14,19986.57,Missed,High income,1,0,1
278,Maria,Herrera,Male,1987-01-21,Lindseyburgh,Idaho,Freelancer,122034.0,2024-07-30,12213,343633.0,13.51,36,Active,2025-12-20,15490,2026-03-10,2025-07-23,16045.04,Missed,High income,0,0,1
278,Maria,Herrera,Male,1987-01-21,Lindseyburgh,Idaho,Freelancer,122034.0,2024-07-30,14285,342237.0,23.94,6,Closed,2026-01-19,3209,2025-07-05,2026-03-04,25740.19,Missed,High income,0,0,1
278,Maria,Herrera,Male,1987-01-21,Lindseyburgh,Idaho,Freelancer,122034.0,2024-07-30,14285,342237.0,23.94,6,Closed,2026-01-19,17015,2025-08-29,2025-05-21,47258.0,Late,High income,0,0,0
278,Maria,Herrera,Male,1987-01-21,Lindseyburgh,Idaho,Freelancer,122034.0,2024-07-30,14285,342237.0,23.94,6,Closed,2026-01-19,19051,2025-09-14,2025-07-13,13495.21,Missed,High income,0,0,1
280,Kristie,Pugh,Female,1969-10-23,East Craig,South Carolina,Bussiness,191419.0,2024-08-25,1535,775147.0,12.65,48,Active,2025-12-11,15779,2026-01-20,2025-08-24,33199.06,Missed,High income,0,1,1
280,Kristie,Pugh,Female,1969-10-23,East Craig,South Carolina,Bussiness,191419.0,2024-08-25,1551,288073.0,14.29,24,Active,2024-05-16,3243,2025-07-04,2026-03-21,47521.3,On-Time,High income,0,0,0
280,Kristie,Pugh,Female,1969-10-23,East Craig,South Carolina,Bussiness,191419.0,2024-08-25,1551,288073.0,14.29,24,Active,2024-05-16,4386,2025-07-10,2025-09-26,13807.21,Missed,High income,0,0,1
280,Kristie,Pugh,Female,1969-10-23,East Craig,South Carolina,Bussiness,191419.0,2024-08-25,1551,288073.0,14.29,24,Active,2024-05-16,11187,2025-09-13,2025-09-30,11406.68,Missed,High income,0,0,1
280,Kristie,Pugh,Female,1969-10-23,East Craig,South Carolina,Bussiness,191419.0,2024-08-25,1551,288073.0,14.29,24,Active,2024-05-16,15991,2026-04-17,2025-07-06,15034.31,Missed,High income,0,0,1
280,Kristie,Pugh,Female,1969-10-23,East Craig,South Carolina,Bussiness,191419.0,2024-08-25,12169,526601.0,16.37,48,Active,2024-09-24,6253,2026-01-01,2025-10-23,16308.14,Late,High income,0,1,0
280,Kristie,Pugh,Female,1969-10-23,East Craig,South Carolina,Bussiness,191419.0,2024-08-25,12169,526601.0,16.37,48,Active,2024-09-24,7682,2025-05-18,2025-11-15,23240.28,On-Time,High income,0,1,0
281,Deborah,Ayala,Male,2002-03-03,Lake Christopher,Ohio,Self-Employed,85227.0,2025-06-04,114,754882.0,18.77,6,Default,2026-01-31,4789,2026-02-25,2025-07-05,39536.29,Missed,Middle income,1,1,1
282,Marissa,Mendez,Female,1982-02-16,Kellerfurt,Kentucky,Bussiness,116064.0,2023-07-29,1011,489577.0,14.96,48,Active,2025-11-18,9054,2026-04-26,2026-04-08,48763.87,On-Time,High income,0,0,0
282,Marissa,Mendez,Female,1982-02-16,Kellerfurt,Kentucky,Bussiness,116064.0,2023-07-29,1127,460006.0,8.19,48,Active,2026-01-06,7261,2025-06-17,2025-07-23,25602.56,On-Time,High income,0,0,0
282,Marissa,Mendez,Female,1982-02-16,Kellerfurt,Kentucky,Bussiness,116064.0,2023-07-29,4177,464208.0,21.28,36,Default,2024-07-17,3090,2025-05-26,2025-09-28,11077.55,On-Time,High income,1,0,0
282,Marissa,Mendez,Female,1982-02-16,Kellerfurt,Kentucky,Bussiness,116064.0,2023-07-29,4177,464208.0,21.28,36,Default,2024-07-17,18314,2025-12-17,2025-08-11,42701.75,Missed,High income,1,0,1
282,Marissa,Mendez,Female,1982-02-16,Kellerfurt,Kentucky,Bussiness,116064.0,2023-07-29,5913,304715.0,14.98,24,Default,2025-02-06,11853,2025-11-16,2025-09-03,6499.21,Late,High income,1,0,0
282,Marissa,Mendez,Female,1982-02-16,Kellerfurt,Kentucky,Bussiness,116064.0,2023-07-29,7450,438109.0,20.72,24,Default,2026-05-03,10460,2025-11-19,2025-06-06,36493.75,Missed,High income,1,0,1
282,Marissa,Mendez,Female,1982-02-16,Kellerfurt,Kentucky,Bussiness,116064.0,2023-07-29,7450,438109.0,20.72,24,Default,2026-05-03,12918,2025-12-06,2025-07-04,30739.02,Missed,High income,1,0,1
285,Tammy,Pearson,Male,1990-08-19,South Lindseyberg,Idaho,Bussiness,77843.0,2025-04-08,5579,729233.0,17.74,48,Closed,2025-01-08,911,2026-05-01,2025-08-20,7722.09,Missed,Middle income,0,1,1
285,Tammy,Pearson,Male,1990-08-19,South Lindseyberg,Idaho,Bussiness,77843.0,2025-04-08,5579,729233.0,17.74,48,Closed,2025-01-08,1690,2025-10-04,2025-07-14,12414.51,Missed,Middle income,0,1,1
286,Amy,Bolton,Female,1973-05-30,Greenburgh,Pennsylvania,Self-Employed,99428.0,2025-10-21,3653,82798.0,13.88,48,Default,2025-08-02,5940,2026-03-11,2025-05-12,33508.34,On-Time,Middle income,1,0,0
286,Amy,Bolton,Female,1973-05-30,Greenburgh,Pennsylvania,Self-Employed,99428.0,2025-10-21,3653,82798.0,13.88,48,Default,2025-08-02,9077,2026-02-01,2026-04-30,38728.29,Missed,Middle income,1,0,1
286,Amy,Bolton,Female,1973-05-30,Greenburgh,Pennsylvania,Self-Employed,99428.0,2025-10-21,3653,82798.0,13.88,48,Default,2025-08-02,17347,2025-07-03,2025-08-06,37243.06,Late,Middle income,1,0,0
286,Amy,Bolton,Female,1973-05-30,Greenburgh,Pennsylvania,Self-Employed,99428.0,2025-10-21,11529,145475.0,15.32,36,Closed,2026-02-14,706,2025-11-28,2025-07-26,14785.4,Missed,Middle income,0,0,1
290,Jon,Lopez,Male,1995-06-11,Boltonchester,North Carolina,Salaried,114193.0,2024-06-23,7436,501247.0,17.35,36,Active,2024-09-15,9113,2025-10-09,2026-03-10,1655.26,On-Time,High income,0,1,0
290,Jon,Lopez,Male,1995-06-11,Boltonchester,North Carolina,Salaried,114193.0,2024-06-23,7436,501247.0,17.35,36,Active,2024-09-15,13465,2025-07-30,2025-11-25,43562.97,Missed,High income,0,1,1
290,Jon,Lopez,Male,1995-06-11,Boltonchester,North Carolina,Salaried,114193.0,2024-06-23,11716,447335.0,12.01,48,Active,2024-07-19,7251,2026-02-08,2026-03-25,1715.37,Late,High income,0,0,0
290,Jon,Lopez,Male,1995-06-11,Boltonchester,North Carolina,Salaried,114193.0,2024-06-23,11716,447335.0,12.01,48,Active,2024-07-19,9973,2026-04-22,2025-06-15,43850.48,Missed,High income,0,0,1
290,Jon,Lopez,Male,1995-06-11,Boltonchester,North Carolina,Salaried,114193.0,2024-06-23,11716,447335.0,12.01,48,Active,2024-07-19,15380,2025-07-21,2025-10-23,6569.04,On-Time,High income,0,0,0
291,Amanda,Butler,Male,2000-07-04,Victorialand,Rhode Island,Bussiness,93437.0,2025-04-26,8133,883247.0,21.96,6,Closed,2025-06-25,10389,2026-03-23,2026-04-21,30575.43,Missed,Middle income,0,1,1
291,Amanda,Butler,Male,2000-07-04,Victorialand,Rhode Island,Bussiness,93437.0,2025-04-26,8133,883247.0,21.96,6,Closed,2025-06-25,10883,2025-11-01,2026-01-16,5874.36,On-Time,Middle income,0,1,0
293,Charles,Watson,Male,1965-09-24,Deniseberg,Louisiana,Freelancer,61053.0,2026-02-23,9642,754862.0,22.48,36,Default,2024-08-16,481,2025-06-28,2025-08-30,13863.15,Missed,Middle income,1,1,1
295,Kayla,Martin,Female,1975-07-11,Deniseville,South Carolina,Freelancer,160749.0,2023-08-22,4110,221085.0,12.08,48,Active,2025-05-15,9508,2025-10-28,2025-12-24,1993.09,Late,High income,0,0,0
295,Kayla,Martin,Female,1975-07-11,Deniseville,South Carolina,Freelancer,160749.0,2023-08-22,7617,272512.0,13.24,12,Closed,2025-06-18,2469,2025-07-01,2025-06-19,13201.88,Late,High income,0,0,0
295,Kayla,Martin,Female,1975-07-11,Deniseville,South Carolina,Freelancer,160749.0,2023-08-22,7617,272512.0,13.24,12,Closed,2025-06-18,4692,2026-04-29,2025-12-08,9712.28,On-Time,High income,0,0,0
296,Scott,Newman,Male,1967-06-21,West Andrea,Alabama,Salaried,196220.0,2024-03-06,6197,398760.0,12.86,6,Closed,2025-12-13,1972,2026-02-02,2026-04-03,7640.8,On-Time,High income,0,0,0
297,Erin,Lawson,Male,1999-07-08,East Anna,South Dakota,Bussiness,109974.0,2025-11-12,11606,730430.0,21.73,48,Active,2024-07-05,4358,2025-07-01,2025-05-12,24072.82,Missed,High income,0,1,1
297,Erin,Lawson,Male,1999-07-08,East Anna,South Dakota,Bussiness,109974.0,2025-11-12,14457,160128.0,22.56,36,Default,2025-01-06,17837,2025-07-14,2025-12-31,3574.36,Missed,High income,1,0,1
298,Adam,Scott,Male,1973-09-05,Port Melanie,Utah,Salaried,99885.0,2025-03-29,1967,643677.0,12.17,36,Default,2025-08-08,6317,2026-01-23,2025-10-16,16692.81,Late,Middle income,1,1,0
298,Adam,Scott,Male,1973-09-05,Port Melanie,Utah,Salaried,99885.0,2025-03-29,4184,472260.0,9.22,24,Closed,2025-12-26,1394,2025-06-04,2025-06-18,48610.71,On-Time,Middle income,0,0,0
299,Cody,Wilkins,Male,1971-09-07,New Adammouth,Pennsylvania,Salaried,181636.0,2024-09-29,7406,937488.0,18.06,6,Active,2025-01-10,16119,2025-10-19,2025-06-28,44449.04,Missed,High income,0,1,1
299,Cody,Wilkins,Male,1971-09-07,New Adammouth,Pennsylvania,Salaried,181636.0,2024-09-29,13737,497726.0,11.29,36,Default,2024-08-13,10919,2025-09-01,2026-02-22,20359.72,On-Time,High income,1,0,0
299,Cody,Wilkins,Male,1971-09-07,New Adammouth,Pennsylvania,Salaried,181636.0,2024-09-29,13737,497726.0,11.29,36,Default,2024-08-13,19314,2025-10-21,2025-11-25,6721.57,On-Time,High income,1,0,0
300,Teresa,Howell,Female,1984-09-16,Brownshire,Maine,Self-Employed,188540.0,2026-01-24,11229,666749.0,16.86,24,Active,2025-04-01,1044,2025-05-22,2025-08-27,8239.14,Missed,High income,0,1,1
301,Susan,Riley,Female,1978-03-05,East Janeberg,Iowa,Freelancer,50672.0,2026-03-27,5772,754160.0,16.83,12,Default,2025-09-20,2014,2025-08-09,2025-10-13,11715.68,Missed,Middle income,1,1,1
301,Susan,Riley,Female,1978-03-05,East Janeberg,Iowa,Freelancer,50672.0,2026-03-27,5772,754160.0,16.83,12,Default,2025-09-20,15237,2025-12-15,2026-04-04,26296.19,On-Time,Middle income,1,1,0
301,Susan,Riley,Female,1978-03-05,East Janeberg,Iowa,Freelancer,50672.0,2026-03-27,13059,72179.0,22.24,6,Default,2025-09-25,9626,2025-06-24,2025-09-05,12567.06,Missed,Middle income,1,0,1
301,Susan,Riley,Female,1978-03-05,East Janeberg,Iowa,Freelancer,50672.0,2026-03-27,13059,72179.0,22.24,6,Default,2025-09-25,15448,2026-02-16,2025-08-29,37441.39,Late,Middle income,1,0,0
301,Susan,Riley,Female,1978-03-05,East Janeberg,Iowa,Freelancer,50672.0,2026-03-27,13059,72179.0,22.24,6,Default,2025-09-25,19416,2026-03-08,2025-12-19,12631.11,Missed,Middle income,1,0,1
302,Mark,Collins,Male,1995-03-23,Jenkinsport,Michigan,Bussiness,162348.0,2025-01-22,1603,323400.0,18.83,12,Active,2025-04-05,3025,2026-03-24,2026-05-03,32545.02,On-Time,High income,0,0,0
302,Mark,Collins,Male,1995-03-23,Jenkinsport,Michigan,Bussiness,162348.0,2025-01-22,1603,323400.0,18.83,12,Active,2025-04-05,11925,2025-11-03,2025-06-21,31654.91,Missed,High income,0,0,1
302,Mark,Collins,Male,1995-03-23,Jenkinsport,Michigan,Bussiness,162348.0,2025-01-22,1603,323400.0,18.83,12,Active,2025-04-05,14408,2025-11-06,2026-04-12,20796.47,Late,High income,0,0,0
302,Mark,Collins,Male,1995-03-23,Jenkinsport,Michigan,Bussiness,162348.0,2025-01-22,2237,608189.0,11.55,6,Default,2025-11-12,16024,2026-01-06,2026-03-09,37392.68,Missed,High income,1,1,1
302,Mark,Collins,Male,1995-03-23,Jenkinsport,Michigan,Bussiness,162348.0,2025-01-22,3540,486601.0,17.65,12,Default,2025-06-10,18986,2026-03-02,2026-02-26,5698.19,On-Time,High income,1,0,0
303,William,Downs,Male,1981-05-27,New Derrickmouth,Oklahoma,Salaried,166249.0,2024-06-30,10772,872888.0,23.87,6,Closed,2025-02-23,13569,2025-12-07,2025-11-04,6172.95,Missed,High income,0,1,1
303,William,Downs,Male,1981-05-27,New Derrickmouth,Oklahoma,Salaried,166249.0,2024-06-30,10772,872888.0,23.87,6,Closed,2025-02-23,17292,2025-07-06,2025-11-11,19933.94,On-Time,High income,0,1,0
303,William,Downs,Male,1981-05-27,New Derrickmouth,Oklahoma,Salaried,166249.0,2024-06-30,10772,872888.0,23.87,6,Closed,2025-02-23,17774,2025-12-28,2025-07-07,11407.7,Missed,High income,0,1,1
303,William,Downs,Male,1981-05-27,New Derrickmouth,Oklahoma,Salaried,166249.0,2024-06-30,11407,744669.0,8.48,6,Active,2024-08-22,14600,2025-09-04,2026-04-27,21106.97,Late,High income,0,1,0
303,William,Downs,Male,1981-05-27,New Derrickmouth,Oklahoma,Salaried,166249.0,2024-06-30,11407,744669.0,8.48,6,Active,2024-08-22,15567,2025-10-31,2025-11-29,44096.53,Missed,High income,0,1,1
